gene_name	chr	start	stop	timing	cancerType
KRT32	chr17	39615765	39623638	early	LUAD
KRT35	chr17	39632941	39637392	early	LUAD
KRT36	chr17	39642388	39646116	early	LUAD
KRT13	chr17	39657233	39661865	early	LUAD
KRT15	chr17	39669997	39678026	early	LUAD
JUP	chr17	39679869	39942964	early	LUAD
KRT19	chr17	39679869	39684641	early	LUAD
LINC00974	chr17	39705858	39710747	early	LUAD
KRT9	chr17	39722094	39728310	early	LUAD
KRT14	chr17	39738531	39743147	early	LUAD
KRT16	chr17	39766031	39769079	early	LUAD
KRT17	chr17	39775692	39780882	early	LUAD
KRT42P	chr17	39782579	39796451	early	LUAD
TTC25	chr17	40086888	40117668	early	LUAD
CNP	chr17	40118759	40129754	early	LUAD
DNAJC7	chr17	40128439	40169715	early	LUAD
NKIRAS2	chr17	40169594	40177656	early	LUAD
ZNF385C	chr17	40177594	40190044	early	LUAD
DHX58	chr17	40253422	40264751	early	LUAD
KAT2A	chr17	40265129	40273382	early	LUAD
HSPB9	chr17	40274756	40275371	early	LUAD
RAB5C	chr17	40276994	40307062	early	LUAD
KCNH4	chr17	40308910	40333296	early	LUAD
HCRT	chr17	40336078	40337470	early	LUAD
GHDC	chr17	40341105	40346550	early	LUAD
STAT5B	chr17	40351195	40428424	early	LUAD
STAT5A	chr17	40439565	40463960	early	LUAD
STAT3	chr17	40465343	40540513	early	LUAD
CAVIN1	chr17	40554467	40575338	early	LUAD
ATP6V0A1	chr17	40610862	40674597	early	LUAD
NAGLU	chr17	40687951	40696466	early	LUAD
HSD17B1	chr17	40703984	40707232	early	LUAD
COASY	chr17	40714092	40718299	early	LUAD
MLX	chr17	40719078	40725221	early	LUAD
PSMC3IP	chr17	40724328	40729849	early	LUAD
RETREG3	chr17	40731526	40762641	early	LUAD
TUBG1	chr17	40761358	40767256	early	LUAD
TUBG2	chr17	40811266	40819024	early	LUAD
PLEKHH3	chr17	40819932	40829048	early	LUAD
CCR10	chr17	40831420	40833845	early	LUAD
CNTNAP1	chr17	40834632	40852011	early	LUAD
EZH1	chr17	40852293	40897071	early	LUAD
RAMP2-AS1	chr17	40905947	40913275	early	LUAD
RAMP2	chr17	40913212	40915060	early	LUAD
VPS25	chr17	40925454	40931617	early	LUAD
WNK4	chr17	40932649	40949084	early	LUAD
COA3	chr17	40947165	40950743	early	LUAD
CNTD1	chr17	40950854	40963605	early	LUAD
BECN1	chr17	40962150	40976310	early	LUAD
PSME3	chr17	40976443	40995777	early	LUAD
AOC2	chr17	40996609	41002724	early	LUAD
AOC3	chr17	41003201	41010147	early	LUAD
AOC4P	chr17	41019162	41021234	early	LUAD
LINC00671	chr17	41026691	41050751	early	LUAD
G6PC	chr17	41052814	41066450	early	LUAD
PTGES3L-AARSD1	chr17	41102543	41132545	early	LUAD
AARSD1	chr17	41102543	41116515	early	LUAD
PTGES3L	chr17	41120105	41132545	early	LUAD
RUNDC1	chr17	41132582	41145707	early	LUAD
RPL27	chr17	41150446	41154971	early	LUAD
IFI35	chr17	41158742	41166476	early	LUAD
VAT1	chr17	41166622	41174459	early	LUAD
RND2	chr17	41177258	41184058	early	LUAD
BRCA1	chr17	41196312	41322420	early	LUAD
NBR2	chr17	41277600	41305688	early	LUAD
NBR1	chr17	41322498	41363707	early	LUAD
TMEM106A	chr17	41363894	41371589	early	LUAD
CCDC200	chr17	41373437	41381062	early	LUAD
LINC00910	chr17	41447213	41466266	early	LUAD
ARL4D	chr17	41476353	41478504	early	LUAD
MIR2117	chr17	41522174	41522253	early	LUAD
DHX8	chr17	41561334	41604164	early	LUAD
ETV4	chr17	41605211	41623800	early	LUAD
MEOX1	chr17	41717758	41739262	early	LUAD
SOST	chr17	41831099	41836156	early	LUAD
DUSP3	chr17	41843489	41856368	early	LUAD
CFAP97D1	chr17	41857803	41862054	early	LUAD
MPP3	chr17	41878167	41910547	early	LUAD
CD300LG	chr17	41924516	41940997	early	LUAD
MPP2	chr17	41952727	41987068	early	LUAD
PPY	chr17	42018172	42019833	early	LUAD
PYY	chr17	42030107	42081837	early	LUAD
NAGS	chr17	42082032	42086436	early	LUAD
TMEM101	chr17	42088556	42092415	early	LUAD
LSM12	chr17	42112003	42144987	early	LUAD
G6PC3	chr17	42148098	42153712	early	LUAD
HDAC5	chr17	42154121	42201014	early	LUAD
HROB	chr17	42219274	42239844	early	LUAD
ASB16	chr17	42248074	42256451	early	LUAD
ASB16-AS1	chr17	42253342	42264085	early	LUAD
TMUB2	chr17	42264354	42269099	early	LUAD
ATXN7L3	chr17	42269173	42275529	early	LUAD
UBTF	chr17	42282401	42298994	early	LUAD
SLC4A1	chr17	42325758	42345502	early	LUAD
RUNDC3A	chr17	42385927	42396038	early	LUAD
SLC25A39	chr17	42396993	42402217	early	LUAD
GRN	chr17	42422491	42430470	early	LUAD
FAM171A2	chr17	42431101	42441235	early	LUAD
ITGA2B	chr17	42449550	42466873	early	LUAD
GPATCH8	chr17	42472645	42580957	early	LUAD
FZD2	chr17	42634812	42638630	early	LUAD
MEIOC	chr17	42733762	42755658	early	LUAD
CCDC43	chr17	42754805	42767165	early	LUAD
DBF4B	chr17	42785976	42829636	early	LUAD
ADAM11	chr17	42836568	42859214	early	LUAD
GJC1	chr17	42875816	42908179	early	LUAD
HIGD1B	chr17	42923721	42927848	early	LUAD
EFTUD2	chr17	42927655	42976993	early	LUAD
CCDC103	chr17	42977080	42981047	early	LUAD
GFAP	chr17	42982994	42992920	early	LUAD
KIF18B	chr17	43002079	43025079	early	LUAD
C1QL1	chr17	43037061	43045644	early	LUAD
DCAKD	chr17	43100706	43138473	early	LUAD
NMT1	chr17	43138680	43186382	early	LUAD
PLCD3	chr17	43189008	43209891	early	LUAD
WNT3	chr17	44839872	44896126	early	LUAD
WNT9B	chr17	44928968	44964096	early	LUAD
GOSR2	chr17	45000486	45104994	early	LUAD
MIR5089	chr17	45050383	45050466	early	LUAD
RPRML	chr17	45055522	45056614	early	LUAD
CDC27	chr17	45195311	45266665	early	LUAD
MYL4	chr17	45286428	45301045	early	LUAD
ITGB3	chr17	45331208	45421658	early	LUAD
EFCAB13	chr17	45401142	45518677	early	LUAD
MRPL45P2	chr17	45527593	45569986	early	LUAD
NPEPPS	chr17	45600323	45700642	early	LUAD
KPNB1	chr17	45727204	45761004	early	LUAD
TBKBP1	chr17	45772630	45789429	early	LUAD
TBX21	chr17	45810610	45823485	early	LUAD
OSBPL7	chr17	45884733	45899147	early	LUAD
MRPL10	chr17	45900638	45908907	early	LUAD
LRRC46	chr17	45908993	45915079	early	LUAD
SCRN2	chr17	45915047	45918699	early	LUAD
SP6	chr17	45922280	45933240	early	LUAD
SP2	chr17	45973516	46006323	early	LUAD
PNPO	chr17	46018889	46026674	early	LUAD
PRR15L	chr17	46029334	46035243	early	LUAD
CDK5RAP3	chr17	46047894	46059152	early	LUAD
COPZ2	chr17	46103533	46115152	early	LUAD
MIR152	chr17	46114527	46114613	early	LUAD
NFE2L1	chr17	46125686	46138907	early	LUAD
CBX1	chr17	46147414	46178883	early	LUAD
SNX11	chr17	46184911	46200105	early	LUAD
SKAP1	chr17	46210802	46507594	early	LUAD
MIR1203	chr17	46233789	46233873	early	LUAD
HOXB1	chr17	46606807	46608272	early	LUAD
HOXB2	chr17	46620019	46622393	early	LUAD
HOXB-AS1	chr17	46621713	46628603	early	LUAD
HOXB3	chr17	46626232	46667631	early	LUAD
HOXB4	chr17	46652869	46655743	early	LUAD
MIR10A	chr17	46657200	46657309	early	LUAD
HOXB-AS3	chr17	46667823	46683774	early	LUAD
HOXB5	chr17	46668619	46671103	early	LUAD
HOXB6	chr17	46673099	46682354	early	LUAD
HOXB7	chr17	46684595	46688383	early	LUAD
HOXB8	chr17	46689708	46692301	early	LUAD
HOXB9	chr17	46698519	46703835	early	LUAD
MIR196A1	chr17	46709852	46709921	early	LUAD
TTLL6	chr17	46839593	46894469	early	LUAD
CALCOCO2	chr17	46908350	46942607	early	LUAD
ATP5MC1	chr17	46970148	46973232	early	LUAD
UBE2Z	chr17	46985731	47006422	early	LUAD
SNF8	chr17	47007459	47022154	early	LUAD
GIP	chr17	47035918	47045955	early	LUAD
IGF2BP1	chr17	47074774	47133507	early	LUAD
PHB	chr17	47481420	47492242	early	LUAD
NGFR	chr17	47572655	47592382	early	LUAD
NXPH3	chr17	47653298	47661171	early	LUAD
SLC35B1	chr17	47778690	47785528	early	LUAD
TAC4	chr17	47915671	47925379	early	LUAD
FLJ45513	chr17	47923272	47926199	early	LUAD
DLX4	chr17	48046562	48052323	early	LUAD
DLX3	chr17	48067369	48072588	early	LUAD
PICART1	chr17	48127713	48133103	early	LUAD
ITGA3	chr17	48133340	48167849	early	LUAD
PDK2	chr17	48172101	48188733	early	LUAD
SAMD14	chr17	48188673	48207246	early	LUAD
PPP1R9B	chr17	48211101	48227877	early	LUAD
SGCA	chr17	48243366	48253293	early	LUAD
H1-9	chr17	48248789	48249837	early	LUAD
COL1A1	chr17	48261457	48279000	early	LUAD
TMEM92	chr17	48348767	48358846	early	LUAD
XYLT2	chr17	48423393	48438512	early	LUAD
MRPL27	chr17	48445228	48450562	early	LUAD
EME1	chr17	48450581	48458820	early	LUAD
LRRC59	chr17	48458594	48474914	early	LUAD
ACSF2	chr17	48503519	48552200	early	LUAD
CHAD	chr17	48541853	48546227	early	LUAD
RSAD1	chr17	48556190	48563336	early	LUAD
MYCBPAP	chr17	48585745	48608862	early	LUAD
ANKRD40	chr17	48770551	48785270	early	LUAD
LUC7L3	chr17	48796926	48830072	early	LUAD
ANKRD40CL	chr17	48838395	48844876	early	LUAD
WFIKKN2	chr17	48912011	48919709	early	LUAD
TOB1	chr17	48939587	48945339	early	LUAD
SPAG9	chr17	49039535	49198226	early	LUAD
NME1	chr17	49230897	49239450	early	LUAD
NME1-NME2	chr17	49230897	49249105	early	LUAD
NME2	chr17	49242796	49249105	early	LUAD
MBTD1	chr17	49254786	49337514	early	LUAD
UTP18	chr17	49337897	49375292	early	LUAD
CA10	chr17	49707674	50237377	late	LUAD
C17orf112	chr17	51062880	51065012	late	LUAD
TOM1L1	chr17	52978052	53039328	late	LUAD
COX11	chr17	53029259	53046064	late	LUAD
HLF	chr17	53342321	53402426	earlier	LUAD
MMD	chr17	53469974	53499341	earlier	LUAD
ANKFN1	chr17	54230836	54560007	late	LUAD
C17orf67	chr17	54869274	54911256	early	LUAD
DGKE	chr17	54911460	54946036	early	LUAD
MTVR2	chr17	54961463	54962274	early	LUAD
TRIM25	chr17	54965270	54991409	early	LUAD
MIR3614	chr17	54968631	54968716	early	LUAD
COIL	chr17	55015561	55038411	early	LUAD
SCPEP1	chr17	55055468	55084129	early	LUAD
MRPS23	chr17	55916287	55927433	early	LUAD
SRSF1	chr17	56078280	56084707	early	LUAD
DYNLL2	chr17	56160780	56167618	early	LUAD
OR4D1	chr17	56232515	56233447	early	LUAD
MSX2P1	chr17	56234320	56236480	early	LUAD
OR4D2	chr17	56247017	56247940	early	LUAD
EPX	chr17	56270089	56282535	early	LUAD
MKS1	chr17	56282797	56296966	early	LUAD
LPO	chr17	56315787	56345879	early	LUAD
MPO	chr17	56347217	56358296	early	LUAD
TSPOAP1	chr17	56378588	56406152	early	LUAD
TSPOAP1-AS1	chr17	56402811	56431088	early	LUAD
MIR142	chr17	56408593	56408679	early	LUAD
MIR4736	chr17	56413337	56413383	early	LUAD
SUPT4H1	chr17	56422536	56429599	early	LUAD
RNF43	chr17	56431038	56494931	early	LUAD
HSF5	chr17	56497529	56565759	early	LUAD
MTMR4	chr17	56566893	56595251	early	LUAD
SEPTIN4	chr17	56597611	56618179	early	LUAD
PPM1E	chr17	56833230	57062540	early	LUAD
TRIM37	chr17	57060000	57184266	early	LUAD
SKA2	chr17	57187308	57232800	early	LUAD
SMG8	chr17	57287371	57292611	early	LUAD
GDPD1	chr17	57297828	57353330	early	LUAD
YPEL2	chr17	57409053	57479095	early	LUAD
MIR4729	chr17	57443444	57443515	early	LUAD
DHX40	chr17	57642886	57685713	early	LUAD
CLTC	chr17	57697050	57774317	early	LUAD
PTRH2	chr17	57774667	57784856	early	LUAD
VMP1	chr17	57784863	57917952	early	LUAD
MIR21	chr17	57918627	57918698	early	LUAD
TUBD1	chr17	57936841	57970306	early	LUAD
RPS6KB1	chr17	57970407	58027786	early	LUAD
RNFT1	chr17	58029723	58042117	early	LUAD
TBC1D3P1-DHX40P1	chr17	58053385	58096336	early	LUAD
MIR4737	chr17	58120386	58120466	early	LUAD
HEATR6	chr17	58120552	58156292	early	LUAD
WFDC21P	chr17	58160927	58165828	early	LUAD
LOC653653	chr17	58179121	58180280	early	LUAD
CA4	chr17	58227302	58248260	early	LUAD
USP32	chr17	58254691	58469586	early	LUAD
SCARNA20	chr17	58308877	58309006	early	LUAD
C17orf64	chr17	58499865	58508787	early	LUAD
APPBP2	chr17	58520520	58603580	early	LUAD
PPM1D	chr17	58677544	58743640	early	LUAD
BCAS3	chr17	58755172	59470199	late	LUAD
TBX2	chr17	59477257	59486827	earlier	LUAD
C17orf82	chr17	59489112	59490641	earlier	LUAD
TBX4	chr17	59529779	59562471	earlier	LUAD
BRIP1	chr17	59756547	59940920	early	LUAD
INTS2	chr17	59942728	60005377	early	LUAD
MED13	chr17	60019966	60142643	early	LUAD
EFCAB3	chr17	60447579	60493839	early	LUAD
METTL2A	chr17	60501246	60527454	early	LUAD
TLK2	chr17	60536019	60692841	early	LUAD
MRC2	chr17	60704762	60770962	early	LUAD
MARCHF10	chr17	60778675	60885705	early	LUAD
TANC2	chr17	61086898	61505067	early	LUAD
CYB561	chr17	61509665	61523722	early	LUAD
ACE	chr17	61554422	61599203	early	LUAD
KCNH6	chr17	61600695	61626338	early	LUAD
DCAF7	chr17	61627796	61671642	early	LUAD
TACO1	chr17	61678231	61685725	early	LUAD
MAP3K3	chr17	61699775	61773670	early	LUAD
LIMD2	chr17	61773249	61778045	early	LUAD
LOC729683	chr17	61777698	61780045	early	LUAD
STRADA	chr17	61780192	61819330	early	LUAD
CCDC47	chr17	61822610	61851088	early	LUAD
DDX42	chr17	61851567	61896677	early	LUAD
FTSJ3	chr17	61896793	61905031	early	LUAD
PSMC5	chr17	61904770	61909387	early	LUAD
SMARCD2	chr17	61909441	61920351	early	LUAD
TCAM1P	chr17	61934376	61941739	early	LUAD
CSH2	chr17	61949372	61951089	early	LUAD
GH2	chr17	61957572	61959302	early	LUAD
CSH1	chr17	61972268	61974021	early	LUAD
CSHL1	chr17	61986965	61988618	early	LUAD
GH1	chr17	61994563	61996198	early	LUAD
CD79B	chr17	62006098	62009704	early	LUAD
SCN4A	chr17	62015914	62050278	early	LUAD
PRR29	chr17	62075711	62081644	early	LUAD
ICAM2	chr17	62079955	62097994	early	LUAD
ERN1	chr17	62120390	62207502	early	LUAD
SNORD104	chr17	62223438	62223517	early	LUAD
SNORA50C	chr17	62223699	62223831	early	LUAD
TEX2	chr17	62224795	62340653	early	LUAD
PECAM1	chr17	62396777	62407083	early	LUAD
MILR1	chr17	62461569	62464760	early	LUAD
POLG2	chr17	62473902	62493184	early	LUAD
DDX5	chr17	62494374	62502484	early	LUAD
MIR5047	chr17	62497332	62497431	early	LUAD
CEP95	chr17	62503158	62534062	early	LUAD
SMURF2	chr17	62540735	62658386	early	LUAD
ARHGAP27P1	chr17	62745780	62778117	early	LUAD
PLEKHM1P1	chr17	62775189	62833302	early	LUAD
LRRC37A3	chr17	62850488	62915586	early	LUAD
AMZ2P1	chr17	62962668	62971703	early	LUAD
GNA13	chr17	63005407	63052920	early	LUAD
RGS9	chr17	63133456	63223821	early	LUAD
CEP112	chr17	63631658	64188212	early	LUAD
APOH	chr17	64208147	64225556	early	LUAD
PRKCA	chr17	64298926	64806862	early	LUAD
CACNG4	chr17	64960980	65029518	early	LUAD
HELZ	chr17	65066554	65241319	earlier	LUAD
PITPNC1	chr17	65373397	65693379	earlier	LUAD
C17orf58	chr17	65987217	65989765	early	LUAD
KPNA2	chr17	66031848	66042970	early	LUAD
WIPI1	chr17	66417422	66453653	late	LUAD
PRKAR1A	chr17	66507921	66547457	late	LUAD
FAM20A	chr17	66531257	66597095	late	LUAD
MAP2K6	chr17	67410838	67538470	late	LUAD
KCNJ16	chr17	68071366	68131746	late	LUAD
KCNJ2-AS1	chr17	68163102	68165543	late	LUAD
KCNJ2	chr17	68164814	68176183	late	LUAD
SOX9	chr17	70117161	70122560	early	LUAD
LINC00673	chr17	70399463	70588943	early	LUAD
LINC00511	chr17	70594180	70636611	early	LUAD
SLC39A11	chr17	70642085	71088853	early	LUAD
FAM104A	chr17	71203492	71228533	early	LUAD
C17orf80	chr17	71228372	71245095	early	LUAD
CPSF4L	chr17	71244588	71258019	early	LUAD
CDC42EP4	chr17	71279763	71308143	early	LUAD
GPRC5C	chr17	72427667	72446720	early	LUAD
CD300A	chr17	72462522	72480937	late	LUAD
CD300LB	chr17	72517313	72527613	late	LUAD
SLC9A3R1	chr17	72744751	72765499	early	LUAD
MIR3615	chr17	72744752	72744838	early	LUAD
NAT9	chr17	72766686	72772470	early	LUAD
TMEM104	chr17	72772622	72835922	early	LUAD
GRIN2C	chr17	72838168	72856966	early	LUAD
FDXR	chr17	72858619	72869156	early	LUAD
FADS6	chr17	72873473	72889705	early	LUAD
USH1G	chr17	72912176	72919351	early	LUAD
OTOP2	chr17	72920370	72930006	early	LUAD
OTOP3	chr17	72931897	72946087	early	LUAD
HID1	chr17	72946839	72968900	early	LUAD
CDR2L	chr17	72983727	73001892	early	LUAD
MRPL58	chr17	73008780	73017356	early	LUAD
ATP5PD	chr17	73034955	73043074	early	LUAD
GGA3	chr17	73232694	73258444	early	LUAD
MRPS7	chr17	73257749	73262457	early	LUAD
MIF4GD	chr17	73262310	73267311	early	LUAD
LOC100287042	chr17	73267380	73269976	early	LUAD
SLC25A19	chr17	73269061	73285530	early	LUAD
GRB2	chr17	73314157	73401790	early	LUAD
MIR3678	chr17	73402150	73402243	early	LUAD
TMEM94	chr17	73452664	73496533	early	LUAD
CASKIN2	chr17	73496341	73511664	early	LUAD
TSEN54	chr17	73512609	73520820	early	LUAD
SRP68	chr17	74034856	74068607	early	LUAD
GALR2	chr17	74070892	74073573	early	LUAD
ZACN	chr17	74075263	74078885	early	LUAD
EXOC7	chr17	74077086	74099868	early	LUAD
FOXJ1	chr17	74132415	74137380	early	LUAD
RNF157-AS1	chr17	74136637	74150729	early	LUAD
RNF157	chr17	74138534	74236390	early	LUAD
UBALD2	chr17	74261286	74267379	early	LUAD
QRICH2	chr17	74270130	74303761	early	LUAD
PRPSAP1	chr17	74306868	74350279	early	LUAD
SPHK1	chr17	74372742	74383941	early	LUAD
UBE2O	chr17	74385613	74449288	early	LUAD
AANAT	chr17	74449433	74466199	early	LUAD
RHBDF2	chr17	74466975	74497509	early	LUAD
CYGB	chr17	74523430	74533987	early	LUAD
PRCD	chr17	74523668	74541458	early	LUAD
SNHG16	chr17	74553846	74561430	early	LUAD
SNORD1C	chr17	74554874	74554951	early	LUAD
SNORD1B	chr17	74557190	74557275	early	LUAD
SNORD1A	chr17	74557715	74557788	early	LUAD
ST6GALNAC2	chr17	74561461	74582145	early	LUAD
ST6GALNAC1	chr17	74620845	74639894	early	LUAD
MXRA7	chr17	74671809	74707056	early	LUAD
JMJD6	chr17	74708914	74722881	early	LUAD
METTL23	chr17	74722912	74729962	early	LUAD
SRSF2	chr17	74730197	74733493	early	LUAD
MFSD11	chr17	74732272	74775336	early	LUAD
MGAT5B	chr17	74864798	74946471	early	LUAD
SNHG20	chr17	75082798	75095278	early	LUAD
SEC14L1	chr17	75084725	75213181	early	LUAD
SCARNA16	chr17	75085389	75085575	early	LUAD
SEPTIN9	chr17	75277492	75496678	early	LUAD
MIR4316	chr17	75393066	75393136	early	LUAD
LOC100507351	chr17	75543023	75561103	early	LUAD
LINC01973	chr17	75875083	75880169	earlier	LUAD
TNRC6C	chr17	76000318	76104916	early	LUAD
TNRC6C-AS1	chr17	76103483	76107880	early	LUAD
TMC6	chr17	76108999	76128488	early	LUAD
TMC8	chr17	76126859	76139049	early	LUAD
C17orf99	chr17	76142434	76162364	early	LUAD
SYNGR2	chr17	76164671	76169009	early	LUAD
TK1	chr17	76170160	76183285	early	LUAD
AFMID	chr17	76183398	76203782	early	LUAD
BIRC5	chr17	76210277	76221716	early	LUAD
TMEM235	chr17	76227391	76237068	early	LUAD
LINC01993	chr17	76257430	76274573	early	LUAD
SOCS3	chr17	76352859	76356158	early	LUAD
PGS1	chr17	76374735	76420639	early	LUAD
DNAH17	chr17	76419778	76573476	early	LUAD
DNAH17-AS1	chr17	76480992	76499138	early	LUAD
CYTH1	chr17	76670130	76778376	early	LUAD
USP36	chr17	76791735	76836969	early	LUAD
TIMP2	chr17	76849059	76921472	early	LUAD
CEP295NL	chr17	76886662	76899299	early	LUAD
LGALS3BP	chr17	76967335	76976061	early	LUAD
CANT1	chr17	76987798	77005899	early	LUAD
C1QTNF1-AS1	chr17	77015291	77023737	early	LUAD
C1QTNF1	chr17	77019016	77045870	early	LUAD
ENGASE	chr17	77071019	77084685	early	LUAD
MIR4739	chr17	77680985	77681058	earlier	LUAD
CBX8	chr17	77768176	77770915	early	LUAD
CBX4	chr17	77806955	77813213	early	LUAD
TBC1D16	chr17	77906142	78009657	early	LUAD
CCDC40	chr17	78010431	78074412	early	LUAD
GAA	chr17	78075355	78093679	early	LUAD
EIF4A3	chr17	78109013	78120982	early	LUAD
CARD14	chr17	78143791	78183130	early	LUAD
SGSH	chr17	78183079	78194199	early	LUAD
SLC26A11	chr17	78194200	78227308	early	LUAD
RNF213	chr17	78234660	78372581	early	LUAD
RNF213-AS1	chr17	78325631	78388968	early	LUAD
ENDOV	chr17	78388967	78411884	early	LUAD
MIR4730	chr17	78393218	78393293	early	LUAD
NPTX1	chr17	78440633	78450404	early	LUAD
RPTOR	chr17	78518625	78940173	early	LUAD
CHMP6	chr17	78965641	78973933	early	LUAD
BAIAP2-DT	chr17	79002933	79008519	early	LUAD
BAIAP2	chr17	79008947	79091232	early	LUAD
AATK	chr17	79091096	79139872	early	LUAD
MIR1250	chr17	79106996	79107108	early	LUAD
PVALEF	chr17	79139307	79156964	early	LUAD
CEP131	chr17	79163393	79196751	early	LUAD
TEPSIN	chr17	79202077	79212891	early	LUAD
NDUFAF8	chr17	79213105	79215098	early	LUAD
SLC38A10	chr17	79218799	79269096	early	LUAD
SLC16A3	chr17	80186282	80197375	early	LUAD
CSNK1D	chr17	80200537	80231594	early	LUAD
CD7	chr17	80272746	80275480	early	LUAD
SECTM1	chr17	80278900	80291921	early	LUAD
TEX19	chr17	80317123	80321652	early	LUAD
UTS2R	chr17	80332201	80333370	early	LUAD
OGFOD3	chr17	80347086	80376513	early	LUAD
CYBC1	chr17	80400463	80408707	early	LUAD
NARF	chr17	80416060	80446143	early	LUAD
FOXK2	chr17	80477594	80562483	early	LUAD
WDR45B	chr17	80572438	80606411	early	LUAD
RAB40B	chr17	80614943	80656598	early	LUAD
FN3KRP	chr17	80674582	80685893	early	LUAD
FN3K	chr17	80693452	80709073	early	LUAD
TBCD	chr17	80709940	80901062	early	LUAD
ZNF750	chr17	80787310	80797931	early	LUAD
B3GNTL1	chr17	80900031	81009686	early	LUAD
METRNL	chr17	81037567	81052591	early	LUAD
RPL23AP87	chr17	81174666	81188573	early	LUAD
ROCK1P1	chr18	109065	122222	late	LUAD
USP14	chr18	158483	213739	late	LUAD
THOC1	chr18	214520	268059	late	LUAD
COLEC12	chr18	319355	500729	late	LUAD
CETN1	chr18	580369	581524	late	LUAD
CLUL1	chr18	596998	650293	late	LUAD
TYMSOS	chr18	649620	658340	early	LUAD
TYMS	chr18	657604	673499	early	LUAD
ENOSF1	chr18	670324	712662	early	LUAD
YES1	chr18	721592	812542	early	LUAD
ADCYAP1	chr18	904944	912173	early	LUAD
LINC00470	chr18	1254390	1407181	late	LUAD
METTL4	chr18	2537524	2571489	early	LUAD
NDC80	chr18	2571510	2616634	early	LUAD
CBX3P2	chr18	2652169	2655394	early	LUAD
SMCHD1	chr18	2655886	2805015	early	LUAD
MYL12A	chr18	3247528	3256234	early	LUAD
MYL12B	chr18	3262111	3278282	early	LUAD
TGIF1	chr18	3412072	3458406	early	LUAD
DLGAP1	chr18	3496030	4455266	late	LUAD
DLGAP1-AS5	chr18	4264602	4296000	late	LUAD
AKAIN1	chr18	5143672	5197255	late	LUAD
LINC00526	chr18	5236723	5238028	late	LUAD
LINC00667	chr18	5238099	5246505	late	LUAD
ZBTB14	chr18	5289018	5297052	late	LUAD
EPB41L3	chr18	5392388	5630642	late	LUAD
MIR3976HG	chr18	5748818	5795900	late	LUAD
TMEM200C	chr18	5890184	5892103	late	LUAD
L3MBTL4	chr18	5954705	6414910	late	LUAD
LINC01387	chr18	6511415	6590652	late	LUAD
LINC00668	chr18	6919495	6929868	later	LUAD
LRRC30	chr18	7231137	7232042	late	LUAD
PTPRM	chr18	7567314	8406859	late	LUAD
LOC100192426	chr18	8360818	8367032	later	LUAD
RAB12	chr18	8609443	8639380	early	LUAD
MTCL1	chr18	8707409	8832775	early	LUAD
NDUFV2	chr18	9102628	9134343	early	LUAD
ANKRD12	chr18	9136751	9285983	early	LUAD
TWSG1	chr18	9334765	9402418	early	LUAD
RALBP1	chr18	9475007	9538106	early	LUAD
PPP4R1	chr18	9546789	9614605	early	LUAD
RAB31	chr18	9708228	9862553	early	LUAD
TXNDC2	chr18	9885723	9888156	early	LUAD
VAPA	chr18	9913955	9960018	early	LUAD
APCDD1	chr18	10454625	10488698	late	LUAD
NAPG	chr18	10525873	10552766	late	LUAD
GNAL	chr18	11689014	11885683	earlier	LUAD
CHMP1B	chr18	11851389	11854448	earlier	LUAD
MPPE1	chr18	11883472	11908796	earlier	LUAD
ANKRD62	chr18	12093848	12129748	early	LUAD
C18orf61	chr18	12200778	12224709	early	LUAD
CIDEA	chr18	12254318	12277594	early	LUAD
TUBB6	chr18	12308240	12329824	early	LUAD
AFG3L2	chr18	12328943	12377275	early	LUAD
PRELID3A	chr18	12407895	12432236	early	LUAD
SPIRE1	chr18	12446511	12657912	early	LUAD
PSMG2	chr18	12658738	12725739	early	LUAD
CEP76	chr18	12661955	12702776	early	LUAD
PTPN2	chr18	12785477	12884334	early	LUAD
SEH1L	chr18	12947983	12987536	early	LUAD
CEP192	chr18	12991361	13125051	early	LUAD
LDLRAD4	chr18	13218729	13652753	late	LUAD
LDLRAD4-AS1	chr18	13419498	13427533	late	LUAD
MIR5190	chr18	13459946	13460025	late	LUAD
FAM210A	chr18	13663346	13726591	late	LUAD
RNMT	chr18	13726704	13764554	late	LUAD
MC5R	chr18	13825543	13826861	late	LUAD
MC2R	chr18	13882043	13915535	late	LUAD
ZNF519	chr18	14075989	14132489	late	LUAD
ANKRD20A5P	chr18	14179096	14227049	late	LUAD
CYP4F35P	chr18	14337422	14342523	late	LUAD
ANKRD30B	chr18	14748239	14852737	late	LUAD
LOC644669	chr18	15313555	15325918	late	LUAD
ROCK1	chr18	18529703	18691812	early	LUAD
GREB1L	chr18	18822203	19102791	early	LUAD
ESCO1	chr18	19109262	19180693	early	LUAD
SNRPD1	chr18	19192260	19210208	early	LUAD
ABHD3	chr18	19230858	19284766	early	LUAD
MIR320C1	chr18	19263471	19263558	early	LUAD
MIB1	chr18	19284918	19450912	early	LUAD
MIR133A1	chr18	19405659	19405746	early	LUAD
MIR1-2	chr18	19408965	19409049	early	LUAD
GATA6-AS1	chr18	19746859	19748929	early	LUAD
CTAGE1	chr18	19993564	19997878	later	LUAD
RBBP8	chr18	20513295	20606449	early	LUAD
MIR4741	chr18	20513312	20513401	early	LUAD
CABLES1	chr18	20714528	20840434	early	LUAD
TMEM241	chr18	20777719	21017925	early	LUAD
