chr	start	stop	timing	cancerType
chr8	51450000	51500000	late	LUAD
chr8	51500000	51550000	late	LUAD
chr8	51550000	51600000	late	LUAD
chr8	51600000	51650000	late	LUAD
chr8	51650000	51700000	late	LUAD
chr8	51700000	51750000	late	LUAD
chr8	51750000	51800000	late	LUAD
chr8	51800000	51850000	late	LUAD
chr8	51850000	51900000	late	LUAD
chr8	51900000	51950000	late	LUAD
chr8	51950000	5.2e+07	late	LUAD
chr8	5.2e+07	52050000	late	LUAD
chr8	52050000	52100000	late	LUAD
chr8	52100000	52150000	late	LUAD
chr8	52150000	52200000	late	LUAD
chr8	52200000	52250000	late	LUAD
chr8	52250000	52300000	late	LUAD
chr8	52300000	52350000	late	LUAD
chr8	52350000	52400000	late	LUAD
chr8	52650000	52700000	earlier	LUAD
chr8	52700000	52750000	earlier	LUAD
chr8	52750000	52800000	earlier	LUAD
chr8	52800000	52850000	earlier	LUAD
chr8	52850000	52900000	earlier	LUAD
chr8	52900000	52950000	earlier	LUAD
chr8	53150000	53200000	late	LUAD
chr8	53200000	53250000	late	LUAD
chr8	53250000	53300000	late	LUAD
chr8	53300000	53350000	late	LUAD
chr8	53350000	53400000	late	LUAD
chr8	53400000	53450000	late	LUAD
chr8	53450000	53500000	late	LUAD
chr8	53500000	53550000	late	LUAD
chr8	53550000	53600000	late	LUAD
chr8	53600000	53650000	late	LUAD
chr8	53650000	53700000	late	LUAD
chr8	53750000	53800000	early	LUAD
chr8	53800000	53850000	early	LUAD
chr8	53850000	53900000	early	LUAD
chr8	53900000	53950000	early	LUAD
chr8	53950000	5.4e+07	early	LUAD
chr8	5.4e+07	54050000	early	LUAD
chr8	54050000	54100000	early	LUAD
chr8	54100000	54150000	early	LUAD
chr8	54150000	54200000	early	LUAD
chr8	54200000	54250000	early	LUAD
chr8	54250000	54300000	early	LUAD
chr8	54300000	54350000	late	LUAD
chr8	54350000	54400000	late	LUAD
chr8	54400000	54450000	late	LUAD
chr8	54450000	54500000	late	LUAD
chr8	54500000	54550000	late	LUAD
chr8	54550000	54600000	late	LUAD
chr8	54600000	54650000	late	LUAD
chr8	54650000	54700000	late	LUAD
chr8	54700000	54750000	late	LUAD
chr8	54750000	54800000	late	LUAD
chr8	54800000	54850000	late	LUAD
chr8	54850000	54900000	late	LUAD
chr8	54900000	54950000	late	LUAD
chr8	54950000	5.5e+07	late	LUAD
chr8	5.5e+07	55050000	late	LUAD
chr8	55050000	55100000	late	LUAD
chr8	55100000	55150000	late	LUAD
chr8	55150000	55200000	late	LUAD
chr8	55200000	55250000	late	LUAD
chr8	55250000	55300000	late	LUAD
chr8	55300000	55350000	late	LUAD
chr8	55350000	55400000	late	LUAD
chr8	55400000	55450000	late	LUAD
chr8	55450000	55500000	late	LUAD
chr8	55500000	55550000	late	LUAD
chr8	55550000	55600000	late	LUAD
chr8	55600000	55650000	late	LUAD
chr8	55650000	55700000	late	LUAD
chr8	55700000	55750000	late	LUAD
chr8	55750000	55800000	late	LUAD
chr8	55800000	55850000	late	LUAD
chr8	55900000	55950000	earlier	LUAD
chr8	55950000	5.6e+07	earlier	LUAD
chr8	56150000	56200000	late	LUAD
chr8	56200000	56250000	late	LUAD
chr8	56250000	56300000	late	LUAD
chr8	56300000	56350000	late	LUAD
chr8	56350000	56400000	late	LUAD
chr8	56400000	56450000	late	LUAD
chr8	56450000	56500000	late	LUAD
chr8	56500000	56550000	late	LUAD
chr8	56550000	56600000	late	LUAD
chr8	56600000	56650000	late	LUAD
chr8	56650000	56700000	late	LUAD
chr8	56700000	56750000	late	LUAD
chr8	56750000	56800000	late	LUAD
chr8	56800000	56850000	late	LUAD
chr8	56850000	56900000	late	LUAD
chr8	56900000	56950000	late	LUAD
chr8	56950000	5.7e+07	late	LUAD
chr8	5.7e+07	57050000	late	LUAD
chr8	57050000	57100000	late	LUAD
chr8	57100000	57150000	late	LUAD
chr8	57150000	57200000	late	LUAD
chr8	57300000	57350000	late	LUAD
chr8	57350000	57400000	late	LUAD
chr8	57400000	57450000	late	LUAD
chr8	57450000	57500000	late	LUAD
chr8	57500000	57550000	late	LUAD
chr8	57550000	57600000	late	LUAD
chr8	57600000	57650000	late	LUAD
chr8	57650000	57700000	late	LUAD
chr8	57700000	57750000	late	LUAD
chr8	57750000	57800000	late	LUAD
chr8	57800000	57850000	late	LUAD
chr8	57850000	57900000	late	LUAD
chr8	57900000	57950000	late	LUAD
chr8	58400000	58450000	late	LUAD
chr8	58450000	58500000	late	LUAD
chr8	58500000	58550000	late	LUAD
chr8	58550000	58600000	late	LUAD
chr8	58600000	58650000	late	LUAD
chr8	58650000	58700000	early	LUAD
chr8	58700000	58750000	early	LUAD
chr8	58850000	58900000	later	LUAD
chr8	58900000	58950000	later	LUAD
chr8	59050000	59100000	late	LUAD
chr8	59100000	59150000	late	LUAD
chr8	59150000	59200000	late	LUAD
chr8	59200000	59250000	late	LUAD
chr8	59250000	59300000	late	LUAD
chr8	59300000	59350000	late	LUAD
chr8	59350000	59400000	late	LUAD
chr8	59400000	59450000	late	LUAD
chr8	59450000	59500000	late	LUAD
chr8	59500000	59550000	late	LUAD
chr8	59550000	59600000	late	LUAD
chr8	59600000	59650000	late	LUAD
chr8	59650000	59700000	late	LUAD
chr8	59700000	59750000	late	LUAD
chr8	59750000	59800000	late	LUAD
chr8	59800000	59850000	late	LUAD
chr8	59850000	59900000	late	LUAD
chr8	59900000	59950000	late	LUAD
chr8	59950000	6e+07	late	LUAD
chr8	6e+07	60050000	late	LUAD
chr8	60050000	60100000	late	LUAD
chr8	60100000	60150000	late	LUAD
chr8	60150000	60200000	late	LUAD
chr8	60200000	60250000	late	LUAD
chr8	60250000	60300000	late	LUAD
chr8	60300000	60350000	late	LUAD
chr8	60800000	60850000	early	LUAD
chr8	60850000	60900000	early	LUAD
chr8	60900000	60950000	early	LUAD
chr8	6.1e+07	61050000	early	LUAD
chr8	61050000	61100000	early	LUAD
chr8	61100000	61150000	late	LUAD
chr8	61150000	61200000	late	LUAD
chr8	61200000	61250000	late	LUAD
chr8	61450000	61500000	earlier	LUAD
chr8	61500000	61550000	earlier	LUAD
chr8	61650000	61700000	early	LUAD
chr8	61700000	61750000	early	LUAD
chr8	61750000	61800000	early	LUAD
chr8	61800000	61850000	early	LUAD
chr8	61900000	61950000	earlier	LUAD
chr8	61950000	6.2e+07	earlier	LUAD
chr8	6.2e+07	62050000	earlier	LUAD
chr8	62400000	62450000	late	LUAD
chr8	62450000	62500000	late	LUAD
chr8	62500000	62550000	late	LUAD
chr8	62550000	62600000	late	LUAD
chr8	62600000	62650000	late	LUAD
chr8	62650000	62700000	late	LUAD
chr8	62700000	62750000	late	LUAD
chr8	62750000	62800000	late	LUAD
chr8	62800000	62850000	late	LUAD
chr8	62850000	62900000	late	LUAD
chr8	62900000	62950000	late	LUAD
chr8	62950000	6.3e+07	late	LUAD
chr8	6.3e+07	63050000	late	LUAD
chr8	63050000	63100000	late	LUAD
chr8	63100000	63150000	late	LUAD
chr8	63150000	63200000	late	LUAD
chr8	63200000	63250000	late	LUAD
chr8	63250000	63300000	late	LUAD
chr8	63300000	63350000	late	LUAD
chr8	63350000	63400000	late	LUAD
chr8	63400000	63450000	late	LUAD
chr8	63450000	63500000	late	LUAD
chr8	63500000	63550000	late	LUAD
chr8	63550000	63600000	late	LUAD
chr8	63600000	63650000	late	LUAD
chr8	63650000	63700000	late	LUAD
chr8	63700000	63750000	late	LUAD
chr8	63750000	63800000	late	LUAD
chr8	63800000	63850000	late	LUAD
chr8	63850000	63900000	late	LUAD
chr8	63900000	63950000	late	LUAD
chr8	63950000	6.4e+07	late	LUAD
chr8	6.4e+07	64050000	late	LUAD
chr8	64050000	64100000	late	LUAD
chr8	64100000	64150000	late	LUAD
chr8	64150000	64200000	late	LUAD
chr8	64200000	64250000	late	LUAD
chr8	64250000	64300000	late	LUAD
chr8	64300000	64350000	late	LUAD
chr8	64350000	64400000	late	LUAD
chr8	64400000	64450000	late	LUAD
chr8	64450000	64500000	late	LUAD
chr8	64500000	64550000	late	LUAD
chr8	64550000	64600000	late	LUAD
chr8	64600000	64650000	late	LUAD
chr8	64650000	64700000	late	LUAD
chr8	64700000	64750000	late	LUAD
chr8	64750000	64800000	late	LUAD
chr8	64800000	64850000	late	LUAD
chr8	64850000	64900000	late	LUAD
chr8	64900000	64950000	late	LUAD
chr8	64950000	6.5e+07	late	LUAD
chr8	6.5e+07	65050000	late	LUAD
chr8	65050000	65100000	late	LUAD
chr8	65100000	65150000	late	LUAD
chr8	65150000	65200000	late	LUAD
chr8	65200000	65250000	late	LUAD
chr8	65250000	65300000	late	LUAD
chr8	65300000	65350000	late	LUAD
chr8	65350000	65400000	late	LUAD
chr8	65400000	65450000	late	LUAD
chr8	65450000	65500000	late	LUAD
chr8	65500000	65550000	late	LUAD
chr8	65550000	65600000	late	LUAD
chr8	65600000	65650000	late	LUAD
chr8	65650000	65700000	late	LUAD
chr8	65900000	65950000	earlier	LUAD
chr8	65950000	6.6e+07	earlier	LUAD
chr8	6.6e+07	66050000	earlier	LUAD
chr8	66100000	66150000	early	LUAD
chr8	66150000	66200000	early	LUAD
chr8	66200000	66250000	early	LUAD
chr8	66250000	66300000	early	LUAD
chr8	66300000	66350000	early	LUAD
chr8	66350000	66400000	early	LUAD
chr8	66400000	66450000	early	LUAD
chr8	66450000	66500000	early	LUAD
chr8	66500000	66550000	early	LUAD
chr8	66550000	66600000	early	LUAD
chr8	66600000	66650000	early	LUAD
chr8	66650000	66700000	early	LUAD
chr8	66700000	66750000	early	LUAD
chr8	66750000	66800000	early	LUAD
chr8	66800000	66850000	early	LUAD
chr8	66850000	66900000	early	LUAD
chr8	66900000	66950000	early	LUAD
chr8	66950000	6.7e+07	early	LUAD
chr8	6.7e+07	67050000	early	LUAD
chr8	67050000	67100000	late	LUAD
chr8	67100000	67150000	late	LUAD
chr8	67150000	67200000	late	LUAD
chr8	67200000	67250000	late	LUAD
chr8	67250000	67300000	late	LUAD
chr8	67300000	67350000	late	LUAD
chr8	67350000	67400000	late	LUAD
chr8	67400000	67450000	late	LUAD
chr8	67450000	67500000	late	LUAD
chr8	67500000	67550000	late	LUAD
chr8	67550000	67600000	late	LUAD
chr8	67600000	67650000	late	LUAD
chr8	67650000	67700000	late	LUAD
chr8	67700000	67750000	late	LUAD
chr8	67750000	67800000	late	LUAD
chr8	67800000	67850000	late	LUAD
chr8	67850000	67900000	late	LUAD
chr8	67900000	67950000	late	LUAD
chr8	67950000	6.8e+07	late	LUAD
chr8	6.8e+07	68050000	late	LUAD
chr8	68050000	68100000	late	LUAD
chr8	68100000	68150000	late	LUAD
chr8	68150000	68200000	late	LUAD
chr8	68200000	68250000	late	LUAD
chr8	68250000	68300000	late	LUAD
chr8	68300000	68350000	late	LUAD
chr8	68350000	68400000	late	LUAD
chr8	68400000	68450000	late	LUAD
chr8	68450000	68500000	late	LUAD
chr8	68500000	68550000	late	LUAD
chr8	68550000	68600000	late	LUAD
chr8	68600000	68650000	late	LUAD
chr8	68650000	68700000	late	LUAD
chr8	68700000	68750000	late	LUAD
chr8	68750000	68800000	late	LUAD
chr8	68800000	68850000	late	LUAD
chr8	68850000	68900000	late	LUAD
chr8	68900000	68950000	late	LUAD
chr8	6.9e+07	69050000	late	LUAD
chr8	69050000	69100000	late	LUAD
chr8	69100000	69150000	late	LUAD
chr8	69150000	69200000	late	LUAD
chr8	69200000	69250000	late	LUAD
chr8	69300000	69350000	late	LUAD
chr8	69350000	69400000	late	LUAD
chr8	69400000	69450000	late	LUAD
chr8	69450000	69500000	late	LUAD
chr8	69550000	69600000	late	LUAD
chr8	69600000	69650000	late	LUAD
chr8	69650000	69700000	late	LUAD
chr8	69700000	69750000	late	LUAD
chr8	69750000	69800000	late	LUAD
chr8	69800000	69850000	late	LUAD
chr8	69850000	69900000	late	LUAD
chr8	69900000	69950000	late	LUAD
chr8	69950000	7e+07	late	LUAD
chr8	7e+07	70050000	late	LUAD
chr8	70100000	70150000	late	LUAD
chr8	70150000	70200000	late	LUAD
chr8	70200000	70250000	late	LUAD
chr8	70250000	70300000	late	LUAD
chr8	70300000	70350000	late	LUAD
chr8	70800000	70850000	late	LUAD
chr8	70850000	70900000	late	LUAD
chr8	70900000	70950000	late	LUAD
chr8	70950000	7.1e+07	late	LUAD
chr8	7.1e+07	71050000	late	LUAD
chr8	71050000	71100000	late	LUAD
chr8	71100000	71150000	late	LUAD
chr8	71150000	71200000	late	LUAD
chr8	71200000	71250000	late	LUAD
chr8	71250000	71300000	late	LUAD
chr8	71300000	71350000	late	LUAD
chr8	71350000	71400000	late	LUAD
chr8	71400000	71450000	late	LUAD
chr8	71450000	71500000	late	LUAD
chr8	71500000	71550000	late	LUAD
chr8	71550000	71600000	late	LUAD
chr8	71750000	71800000	late	LUAD
chr8	71800000	71850000	late	LUAD
chr8	71850000	71900000	late	LUAD
chr8	71900000	71950000	late	LUAD
chr8	72200000	72250000	late	LUAD
chr8	72250000	72300000	late	LUAD
chr8	72300000	72350000	late	LUAD
chr8	72350000	72400000	late	LUAD
chr8	72400000	72450000	late	LUAD
chr8	72450000	72500000	late	LUAD
chr8	72500000	72550000	late	LUAD
chr8	72550000	72600000	late	LUAD
chr8	72600000	72650000	late	LUAD
chr8	72650000	72700000	late	LUAD
chr8	72700000	72750000	late	LUAD
chr8	72750000	72800000	late	LUAD
chr8	72800000	72850000	late	LUAD
chr8	72850000	72900000	late	LUAD
chr8	72900000	72950000	late	LUAD
chr8	72950000	7.3e+07	late	LUAD
chr8	7.3e+07	73050000	late	LUAD
chr8	73050000	73100000	late	LUAD
chr8	73250000	73300000	early	LUAD
chr8	73600000	73650000	early	LUAD
chr8	73650000	73700000	early	LUAD
chr8	73700000	73750000	early	LUAD
chr8	73750000	73800000	early	LUAD
chr8	73800000	73850000	early	LUAD
chr8	73850000	73900000	early	LUAD
chr8	73900000	73950000	early	LUAD
chr8	73950000	7.4e+07	early	LUAD
chr8	7.4e+07	74050000	early	LUAD
chr8	74050000	74100000	early	LUAD
chr8	74100000	74150000	late	LUAD
chr8	74150000	74200000	late	LUAD
chr8	74200000	74250000	late	LUAD
chr8	74250000	74300000	late	LUAD
chr8	74300000	74350000	late	LUAD
chr8	74350000	74400000	late	LUAD
chr8	74400000	74450000	late	LUAD
chr8	74450000	74500000	late	LUAD
chr8	74500000	74550000	late	LUAD
chr8	74550000	74600000	late	LUAD
chr8	74600000	74650000	late	LUAD
chr8	74650000	74700000	late	LUAD
chr8	74700000	74750000	late	LUAD
chr8	74750000	74800000	late	LUAD
chr8	74800000	74850000	late	LUAD
chr8	74850000	74900000	late	LUAD
chr8	74900000	74950000	late	LUAD
chr8	74950000	7.5e+07	late	LUAD
chr8	7.5e+07	75050000	late	LUAD
chr8	75050000	75100000	late	LUAD
chr8	75100000	75150000	late	LUAD
chr8	75150000	75200000	late	LUAD
chr8	75200000	75250000	late	LUAD
chr8	75250000	75300000	late	LUAD
chr8	75300000	75350000	late	LUAD
chr8	75350000	75400000	late	LUAD
chr8	75400000	75450000	late	LUAD
chr8	75450000	75500000	late	LUAD
chr8	75500000	75550000	late	LUAD
chr8	75550000	75600000	late	LUAD
chr8	75600000	75650000	late	LUAD
chr8	75650000	75700000	late	LUAD
chr8	75700000	75750000	late	LUAD
chr8	75750000	75800000	late	LUAD
chr8	75800000	75850000	late	LUAD
chr8	75850000	75900000	late	LUAD
chr8	75900000	75950000	late	LUAD
chr8	75950000	7.6e+07	late	LUAD
chr8	7.6e+07	76050000	late	LUAD
chr8	76050000	76100000	late	LUAD
chr8	76100000	76150000	late	LUAD
chr8	76150000	76200000	late	LUAD
chr8	76200000	76250000	late	LUAD
chr8	76250000	76300000	late	LUAD
chr8	76300000	76350000	late	LUAD
chr8	76350000	76400000	late	LUAD
chr8	76400000	76450000	late	LUAD
chr8	76450000	76500000	late	LUAD
chr8	76500000	76550000	late	LUAD
chr8	76550000	76600000	late	LUAD
chr8	76600000	76650000	late	LUAD
chr8	76650000	76700000	late	LUAD
chr8	76700000	76750000	late	LUAD
chr8	76750000	76800000	late	LUAD
chr8	76800000	76850000	late	LUAD
chr8	76850000	76900000	late	LUAD
chr8	76900000	76950000	late	LUAD
chr8	76950000	7.7e+07	late	LUAD
chr8	7.7e+07	77050000	late	LUAD
chr8	77050000	77100000	late	LUAD
chr8	77100000	77150000	late	LUAD
chr8	77150000	77200000	late	LUAD
chr8	77200000	77250000	late	LUAD
chr8	77250000	77300000	late	LUAD
chr8	77300000	77350000	late	LUAD
chr8	77350000	77400000	late	LUAD
chr8	77400000	77450000	late	LUAD
chr8	77450000	77500000	late	LUAD
chr8	77500000	77550000	late	LUAD
chr8	77550000	77600000	late	LUAD
chr8	77600000	77650000	late	LUAD
chr8	77650000	77700000	late	LUAD
chr8	77700000	77750000	late	LUAD
chr8	77750000	77800000	late	LUAD
chr8	77800000	77850000	late	LUAD
chr8	77850000	77900000	late	LUAD
chr8	77900000	77950000	late	LUAD
chr8	77950000	7.8e+07	late	LUAD
chr8	7.8e+07	78050000	late	LUAD
chr8	78050000	78100000	late	LUAD
chr8	78100000	78150000	late	LUAD
chr8	78150000	78200000	late	LUAD
chr8	78200000	78250000	late	LUAD
chr8	78250000	78300000	late	LUAD
chr8	78300000	78350000	late	LUAD
chr8	78350000	78400000	late	LUAD
chr8	78400000	78450000	late	LUAD
chr8	78450000	78500000	late	LUAD
chr8	78500000	78550000	late	LUAD
chr8	78550000	78600000	late	LUAD
chr8	78750000	78800000	late	LUAD
chr8	78800000	78850000	late	LUAD
chr8	78850000	78900000	late	LUAD
chr8	78900000	78950000	late	LUAD
chr8	78950000	7.9e+07	late	LUAD
chr8	7.9e+07	79050000	late	LUAD
chr8	79050000	79100000	late	LUAD
chr8	79100000	79150000	late	LUAD
chr8	79150000	79200000	late	LUAD
chr8	79200000	79250000	late	LUAD
chr8	79250000	79300000	late	LUAD
chr8	79300000	79350000	late	LUAD
chr8	79350000	79400000	late	LUAD
chr8	79400000	79450000	late	LUAD
chr8	79450000	79500000	late	LUAD
chr8	79500000	79550000	late	LUAD
chr8	79950000	8e+07	late	LUAD
chr8	8e+07	80050000	late	LUAD
chr8	80050000	80100000	early	LUAD
chr8	80150000	80200000	early	LUAD
chr8	80200000	80250000	early	LUAD
chr8	8.1e+07	81050000	earlier	LUAD
chr8	81050000	81100000	earlier	LUAD
chr8	81100000	81150000	earlier	LUAD
chr8	81150000	81200000	earlier	LUAD
chr8	81200000	81250000	earlier	LUAD
chr8	81250000	81300000	earlier	LUAD
chr8	81300000	81350000	earlier	LUAD
chr8	81550000	81600000	late	LUAD
chr8	81600000	81650000	late	LUAD
chr8	81650000	81700000	late	LUAD
chr8	81700000	81750000	late	LUAD
chr8	81750000	81800000	late	LUAD
chr8	81800000	81850000	late	LUAD
chr8	81850000	81900000	late	LUAD
chr8	81900000	81950000	late	LUAD
chr8	81950000	8.2e+07	late	LUAD
chr8	8.2e+07	82050000	late	LUAD
chr8	82050000	82100000	late	LUAD
chr8	82100000	82150000	late	LUAD
chr8	82150000	82200000	late	LUAD
chr8	82200000	82250000	late	LUAD
chr8	82250000	82300000	late	LUAD
chr8	82300000	82350000	late	LUAD
chr8	82350000	82400000	late	LUAD
chr8	82400000	82450000	late	LUAD
chr8	82450000	82500000	late	LUAD
chr8	82500000	82550000	late	LUAD
chr8	82550000	82600000	late	LUAD
chr8	82600000	82650000	late	LUAD
chr8	82650000	82700000	late	LUAD
chr8	82700000	82750000	late	LUAD
chr8	82750000	82800000	late	LUAD
chr8	82800000	82850000	late	LUAD
chr8	82850000	82900000	late	LUAD
chr8	82900000	82950000	late	LUAD
chr8	82950000	8.3e+07	late	LUAD
chr8	8.3e+07	83050000	late	LUAD
chr8	83100000	83150000	late	LUAD
chr8	83150000	83200000	late	LUAD
chr8	83200000	83250000	late	LUAD
chr8	83250000	83300000	late	LUAD
chr8	83300000	83350000	late	LUAD
chr8	83350000	83400000	late	LUAD
chr8	83400000	83450000	late	LUAD
chr8	83450000	83500000	late	LUAD
chr8	83500000	83550000	late	LUAD
chr8	83550000	83600000	late	LUAD
chr8	83600000	83650000	late	LUAD
chr8	83650000	83700000	late	LUAD
chr8	83700000	83750000	late	LUAD
chr8	83800000	83850000	late	LUAD
chr8	83850000	83900000	late	LUAD
chr8	83900000	83950000	late	LUAD
chr8	83950000	8.4e+07	late	LUAD
chr8	8.4e+07	84050000	late	LUAD
chr8	84050000	84100000	late	LUAD
chr8	84100000	84150000	late	LUAD
chr8	84150000	84200000	late	LUAD
chr8	84200000	84250000	late	LUAD
chr8	84250000	84300000	late	LUAD
chr8	84300000	84350000	late	LUAD
chr8	84350000	84400000	late	LUAD
chr8	84400000	84450000	late	LUAD
chr8	84500000	84550000	late	LUAD
chr8	84550000	84600000	late	LUAD
chr8	84600000	84650000	late	LUAD
chr8	84650000	84700000	late	LUAD
chr8	84700000	84750000	late	LUAD
chr8	84750000	84800000	late	LUAD
chr8	84800000	84850000	late	LUAD
chr8	84850000	84900000	late	LUAD
chr8	84900000	84950000	late	LUAD
chr8	84950000	8.5e+07	late	LUAD
chr8	8.5e+07	85050000	late	LUAD
chr8	85050000	85100000	late	LUAD
chr8	85100000	85150000	late	LUAD
chr8	85150000	85200000	late	LUAD
chr8	85200000	85250000	late	LUAD
chr8	85250000	85300000	late	LUAD
chr8	85300000	85350000	late	LUAD
chr8	85350000	85400000	late	LUAD
chr8	85400000	85450000	late	LUAD
chr8	85450000	85500000	late	LUAD
chr8	85500000	85550000	late	LUAD
chr8	85550000	85600000	late	LUAD
chr8	85600000	85650000	late	LUAD
chr8	85800000	85850000	late	LUAD
chr8	85850000	85900000	late	LUAD
chr8	85900000	85950000	late	LUAD
chr8	85950000	8.6e+07	late	LUAD
chr8	8.6e+07	86050000	late	LUAD
chr8	86050000	86100000	late	LUAD
chr8	86100000	86150000	late	LUAD
chr8	86150000	86200000	late	LUAD
chr8	86200000	86250000	late	LUAD
chr8	86250000	86300000	late	LUAD
chr8	86300000	86350000	late	LUAD
chr8	86350000	86400000	late	LUAD
chr8	86400000	86450000	late	LUAD
chr8	86450000	86500000	late	LUAD
chr8	86500000	86550000	late	LUAD
chr8	86550000	86600000	late	LUAD
chr8	86600000	86650000	late	LUAD
chr8	86650000	86700000	late	LUAD
chr8	86700000	86750000	late	LUAD
chr8	86750000	86800000	late	LUAD
chr8	86800000	86850000	late	LUAD
chr8	86850000	86900000	late	LUAD
chr8	86900000	86950000	late	LUAD
chr8	86950000	8.7e+07	late	LUAD
chr8	8.7e+07	87050000	late	LUAD
chr8	87050000	87100000	late	LUAD
chr8	87100000	87150000	late	LUAD
chr8	87150000	87200000	late	LUAD
chr8	87200000	87250000	late	LUAD
chr8	87250000	87300000	late	LUAD
chr8	87300000	87350000	late	LUAD
chr8	87350000	87400000	late	LUAD
chr8	87400000	87450000	late	LUAD
chr8	87450000	87500000	late	LUAD
chr8	87500000	87550000	late	LUAD
chr8	87550000	87600000	late	LUAD
chr8	87600000	87650000	late	LUAD
chr8	87650000	87700000	late	LUAD
chr8	87800000	87850000	late	LUAD
chr8	87850000	87900000	late	LUAD
chr8	87900000	87950000	late	LUAD
chr8	87950000	8.8e+07	late	LUAD
chr8	8.8e+07	88050000	late	LUAD
chr8	88050000	88100000	late	LUAD
chr8	88100000	88150000	late	LUAD
chr8	88150000	88200000	late	LUAD
chr8	88200000	88250000	late	LUAD
chr8	88250000	88300000	late	LUAD
chr8	88300000	88350000	late	LUAD
chr8	88350000	88400000	late	LUAD
chr8	88400000	88450000	late	LUAD
chr8	88450000	88500000	late	LUAD
chr8	88500000	88550000	late	LUAD
chr8	88550000	88600000	late	LUAD
chr8	88600000	88650000	late	LUAD
chr8	88650000	88700000	late	LUAD
chr8	88700000	88750000	late	LUAD
chr8	88750000	88800000	late	LUAD
chr8	88800000	88850000	late	LUAD
chr8	88850000	88900000	late	LUAD
chr8	88900000	88950000	late	LUAD
chr8	88950000	8.9e+07	late	LUAD
chr8	8.9e+07	89050000	late	LUAD
chr8	89050000	89100000	late	LUAD
chr8	89100000	89150000	late	LUAD
chr8	89150000	89200000	late	LUAD
chr8	89200000	89250000	late	LUAD
chr8	89250000	89300000	late	LUAD
chr8	89300000	89350000	late	LUAD
chr8	89400000	89450000	earlier	LUAD
chr8	89450000	89500000	earlier	LUAD
chr8	89700000	89750000	early	LUAD
chr8	89750000	89800000	early	LUAD
chr8	89800000	89850000	early	LUAD
chr8	89850000	89900000	early	LUAD
chr8	89900000	89950000	early	LUAD
chr8	89950000	9e+07	early	LUAD
chr8	9e+07	90050000	early	LUAD
chr8	90050000	90100000	late	LUAD
chr8	90100000	90150000	late	LUAD
chr8	90150000	90200000	late	LUAD
chr8	90200000	90250000	late	LUAD
chr8	90250000	90300000	late	LUAD
chr8	90300000	90350000	late	LUAD
chr8	90350000	90400000	late	LUAD
chr8	90600000	90650000	late	LUAD
chr8	90650000	90700000	late	LUAD
chr8	90700000	90750000	late	LUAD
chr8	90800000	90850000	late	LUAD
chr8	90850000	90900000	late	LUAD
chr8	90900000	90950000	late	LUAD
chr8	90950000	9.1e+07	late	LUAD
chr8	9.1e+07	91050000	late	LUAD
chr8	91050000	91100000	late	LUAD
chr8	91100000	91150000	late	LUAD
chr8	91150000	91200000	late	LUAD
chr8	91200000	91250000	late	LUAD
chr8	91250000	91300000	late	LUAD
chr8	91300000	91350000	late	LUAD
chr8	91350000	91400000	late	LUAD
chr8	91400000	91450000	late	LUAD
chr8	91450000	91500000	late	LUAD
chr8	91500000	91550000	late	LUAD
chr8	91550000	91600000	late	LUAD
chr8	91600000	91650000	late	LUAD
chr8	91650000	91700000	late	LUAD
chr8	91700000	91750000	late	LUAD
chr8	91750000	91800000	late	LUAD
chr8	91800000	91850000	late	LUAD
chr8	91850000	91900000	late	LUAD
chr8	91900000	91950000	late	LUAD
chr8	91950000	9.2e+07	late	LUAD
chr8	9.2e+07	92050000	late	LUAD
chr8	92050000	92100000	late	LUAD
chr8	92100000	92150000	late	LUAD
chr8	92150000	92200000	late	LUAD
chr8	92200000	92250000	late	LUAD
chr8	92250000	92300000	late	LUAD
chr8	92300000	92350000	late	LUAD
chr8	92350000	92400000	late	LUAD
chr8	92400000	92450000	late	LUAD
chr8	92450000	92500000	late	LUAD
chr8	92500000	92550000	late	LUAD
chr8	92550000	92600000	late	LUAD
chr8	92600000	92650000	late	LUAD
chr8	92650000	92700000	late	LUAD
chr8	92700000	92750000	late	LUAD
chr8	92750000	92800000	late	LUAD
chr8	92800000	92850000	late	LUAD
chr8	92850000	92900000	late	LUAD
chr8	92900000	92950000	late	LUAD
chr8	92950000	9.3e+07	late	LUAD
chr8	9.3e+07	93050000	late	LUAD
chr8	93050000	93100000	late	LUAD
chr8	93100000	93150000	late	LUAD
chr8	93150000	93200000	late	LUAD
chr8	93200000	93250000	late	LUAD
chr8	93250000	93300000	late	LUAD
chr8	93300000	93350000	late	LUAD
chr8	93350000	93400000	late	LUAD
chr8	93400000	93450000	late	LUAD
chr8	93450000	93500000	late	LUAD
chr8	93500000	93550000	early	LUAD
chr8	93750000	93800000	early	LUAD
chr8	93800000	93850000	early	LUAD
chr8	93850000	93900000	early	LUAD
chr8	93900000	93950000	early	LUAD
chr8	94150000	94200000	early	LUAD
chr8	94200000	94250000	early	LUAD
chr8	94250000	94300000	early	LUAD
chr8	94300000	94350000	early	LUAD
chr8	94350000	94400000	early	LUAD
chr8	94400000	94450000	early	LUAD
chr8	94450000	94500000	early	LUAD
chr8	94500000	94550000	early	LUAD
chr8	94550000	94600000	early	LUAD
chr8	94950000	9.5e+07	early	LUAD
chr8	9.5e+07	95050000	early	LUAD
chr8	95050000	95100000	early	LUAD
chr8	95100000	95150000	early	LUAD
