gene_name	chr	start	stop	timing	cancerType
MBD3	chr19	1576677	1592710	early	BRCA
UQCR11	chr19	1597154	1605483	early	BRCA
TCF3	chr19	1609289	1652328	early	BRCA
ONECUT3	chr19	1753662	1775444	early	BRCA
ATP8B3	chr19	1782074	1812275	early	BRCA
REXO1	chr19	1815245	1848452	early	BRCA
MIR1909	chr19	1816158	1816237	early	BRCA
KLF16	chr19	1852398	1863564	early	BRCA
ABHD17A	chr19	1876975	1885518	early	BRCA
SCAMP4	chr19	1905371	1926012	early	BRCA
ADAT3	chr19	1905371	1913446	early	BRCA
AP3D1	chr19	2100987	2151556	early	BRCA
DOT1L	chr19	2164148	2232577	early	BRCA
PLEKHJ1	chr19	2233155	2236951	early	BRCA
SF3A2	chr19	2236816	2248678	early	BRCA
JSRP1	chr19	2252250	2256422	early	BRCA
OAZ1	chr19	2269520	2273487	early	BRCA
SPPL2B	chr19	2269520	2355100	early	BRCA
PEAK3	chr19	2274631	2282181	early	BRCA
LINGO3	chr19	2289774	2308156	early	BRCA
TMPRSS9	chr19	2389784	2426086	early	BRCA
TIMM13	chr19	2425622	2427875	early	BRCA
LMNB2	chr19	2428163	2456966	early	BRCA
GADD45B	chr19	2476123	2478257	early	BRCA
GNG7	chr19	2511218	2702746	early	BRCA
DIRAS1	chr19	2714565	2721390	early	BRCA
SLC39A3	chr19	2732202	2740074	early	BRCA
SGTA	chr19	2754712	2783354	early	BRCA
THOP1	chr19	2785506	2813599	early	BRCA
ZNF554	chr19	2819872	2836733	early	BRCA
ZNF555	chr19	2841433	2860472	early	BRCA
ZNF556	chr19	2867333	2878503	early	BRCA
ZNF57	chr19	2900896	2918474	early	BRCA
ZNF77	chr19	2933216	2944969	early	BRCA
TLE6	chr19	2977536	2995182	early	BRCA
TLE2	chr19	2997636	3047633	early	BRCA
TLE5	chr19	3052908	3062964	early	BRCA
GNA11	chr19	3094408	3121454	early	BRCA
GNA15	chr19	3136191	3163766	early	BRCA
S1PR4	chr19	3178736	3180330	early	BRCA
NCLN	chr19	3185875	3209573	early	BRCA
CELF5	chr19	3224701	3297073	early	BRCA
NFIC	chr19	3359561	3469215	early	BRCA
SMIM24	chr19	3474405	3480540	early	BRCA
DOHH	chr19	3490819	3500938	early	BRCA
FZR1	chr19	3506295	3536755	early	BRCA
MFSD12	chr19	3538263	3557571	early	BRCA
C19orf71	chr19	3539155	3544028	early	BRCA
HMG20B	chr19	3572943	3579081	early	BRCA
GIPC3	chr19	3585569	3593539	early	BRCA
TBXA2R	chr19	3594504	3606831	early	BRCA
CACTIN-AS1	chr19	3607245	3613928	early	BRCA
CACTIN	chr19	3610627	3626813	early	BRCA
PIP5K1C	chr19	3630179	3700477	early	BRCA
TJP3	chr19	3708335	3750811	early	BRCA
APBA3	chr19	3750771	3761673	early	BRCA
MRPL54	chr19	3762665	3767563	early	BRCA
RAX2	chr19	3769089	3772219	early	BRCA
MATK	chr19	3777967	3801810	early	BRCA
ZFR2	chr19	3804022	3869027	early	BRCA
ATCAY	chr19	3880618	3928080	early	BRCA
NMRK2	chr19	3933101	3942414	early	BRCA
DAPK3	chr19	3958452	3971038	early	BRCA
EEF2	chr19	3976054	3985461	early	BRCA
SNORD37	chr19	3982505	3982570	early	BRCA
PIAS4	chr19	4007749	4038067	early	BRCA
ZBTB7A	chr19	4045216	4066816	early	BRCA
MAP2K2	chr19	4090320	4124126	early	BRCA
CREB3L3	chr19	4153598	4173051	early	BRCA
SIRT6	chr19	4174106	4182596	early	BRCA
ANKRD24	chr19	4183351	4224811	early	BRCA
EBI3	chr19	4229540	4237524	early	BRCA
YJU2	chr19	4247111	4269085	early	BRCA
SHD	chr19	4278598	4290720	early	BRCA
TMIGD2	chr19	4292225	4302428	early	BRCA
FSD1	chr19	4304591	4323843	early	BRCA
STAP2	chr19	4324040	4342783	early	BRCA
MPND	chr19	4343524	4360083	early	BRCA
SH3GL1	chr19	4360364	4400565	early	BRCA
CHAF1A	chr19	4402660	4443394	early	BRCA
UBXN6	chr19	4445003	4457791	early	BRCA
HDGFL2	chr19	4472255	4502222	early	BRCA
PLIN4	chr19	4502192	4517716	early	BRCA
PLIN5	chr19	4522544	4540036	early	BRCA
LRG1	chr19	4537227	4540036	early	BRCA
SEMA6B	chr19	4542600	4559771	early	BRCA
TNFAIP8L1	chr19	4639527	4655580	early	BRCA
MYDGF	chr19	4657557	4670415	early	BRCA
DPP9	chr19	4675244	4723855	early	BRCA
DPP9-AS1	chr19	4679294	4685960	early	BRCA
FEM1A	chr19	4791728	4795571	early	BRCA
TICAM1	chr19	4815936	4831754	early	BRCA
PLIN3	chr19	4838346	4867780	early	BRCA
ARRDC5	chr19	4890449	4902879	early	BRCA
UHRF1	chr19	4909510	4962165	early	BRCA
KDM4B	chr19	4969124	5153608	early	BRCA
PTPRS	chr19	5158506	5340814	early	BRCA
TINCR	chr19	5558178	5568005	early	BRCA
SAFB2	chr19	5587010	5622938	early	BRCA
SAFB	chr19	5623046	5668489	early	BRCA
MICOS13	chr19	5678433	5680911	early	BRCA
HSD11B1L	chr19	5680776	5688534	early	BRCA
LONP1	chr19	5691845	5720463	early	BRCA
CATSPERD	chr19	5720688	5778742	early	BRCA
DUS3L	chr19	5785153	5791249	early	BRCA
FUT6	chr19	5830637	5839742	early	BRCA
FUT3	chr19	5842899	5851485	early	BRCA
FUT5	chr19	5865837	5904024	early	BRCA
NDUFA11	chr19	5891287	5904024	early	BRCA
VMAC	chr19	5904852	5910263	early	BRCA
RANBP3	chr19	5916152	5978320	early	BRCA
LOC100128568	chr19	5978414	6020374	early	BRCA
RFX2	chr19	5993175	6110664	early	BRCA
ACSBG2	chr19	6135651	6193112	early	BRCA
MLLT1	chr19	6210392	6279959	early	BRCA
ACER1	chr19	6306510	6333640	early	BRCA
CLPP	chr19	6361463	6368915	early	BRCA
ALKBH7	chr19	6372444	6375261	early	BRCA
GTF2F1	chr19	6379580	6393291	early	BRCA
KHSRP	chr19	6413119	6424822	early	BRCA
SLC25A41	chr19	6426048	6433790	early	BRCA
SLC25A23	chr19	6436432	6459781	early	BRCA
DENND1C	chr19	6467218	6481798	early	BRCA
TUBB4A	chr19	6494330	6502330	early	BRCA
TNFSF9	chr19	6531010	6535939	early	BRCA
CD70	chr19	6583135	6591163	early	BRCA
C3	chr19	6677846	6720662	early	BRCA
GPR108	chr19	6729925	6737633	early	BRCA
TRIP10	chr19	6739707	6751529	early	BRCA
SH2D3A	chr19	6752173	6767523	early	BRCA
VAV1	chr19	6772679	6857377	early	BRCA
ADGRE1	chr19	6887560	6940464	early	BRCA
ADGRE4P	chr19	6952511	6990857	early	BRCA
ZNF557	chr19	7069471	7087978	early	BRCA
INSR	chr19	7112266	7294011	early	BRCA
ARHGEF18	chr19	7447720	7537371	early	BRCA
PEX11G	chr19	7541756	7554286	early	BRCA
TEX45	chr19	7562445	7573336	early	BRCA
ZNF358	chr19	7581004	7585911	early	BRCA
MCOLN1	chr19	7587496	7598895	early	BRCA
PNPLA6	chr19	7599038	7626653	early	BRCA
CAMSAP3	chr19	7660788	7683196	early	BRCA
XAB2	chr19	7684411	7694439	early	BRCA
PET100	chr19	7694671	7696510	early	BRCA
PCP2	chr19	7696501	7698634	early	BRCA
STXBP2	chr19	7701987	7712760	early	BRCA
MCEMP1	chr19	7741943	7744719	early	BRCA
FCER2	chr19	7753643	7767032	early	BRCA
CLEC4G	chr19	7793843	7797057	early	BRCA
CD209	chr19	7804881	7812464	early	BRCA
CLEC4M	chr19	7828035	7834491	early	BRCA
CLEC4GP1	chr19	7852370	7855898	early	BRCA
EVI5L	chr19	7895161	7929862	early	BRCA
PRR36	chr19	7933605	7939326	early	BRCA
LYPLA2P2	chr19	7943517	7945117	early	BRCA
LRRC8E	chr19	7953390	7966908	early	BRCA
MAP2K7	chr19	7968765	7979363	early	BRCA
TGFBR3L	chr19	7981032	7983980	early	BRCA
SNAPC2	chr19	7985194	7988136	early	BRCA
CTXN1	chr19	7989381	7991051	early	BRCA
TIMM44	chr19	7991603	8008708	early	BRCA
ELAVL1	chr19	8023457	8070529	early	BRCA
CCL25	chr19	8117646	8127547	early	BRCA
FBN3	chr19	8130287	8212381	early	BRCA
CERS4	chr19	8274217	8327304	early	BRCA
CD320	chr19	8367011	8373240	early	BRCA
NDUFA7	chr19	8376184	8386280	early	BRCA
KANK3	chr19	8387468	8408146	early	BRCA
ANGPTL4	chr19	8429011	8439257	early	BRCA
RAB11B-AS1	chr19	8439260	8455575	early	BRCA
RAB11B	chr19	8455205	8469317	early	BRCA
MARCHF2	chr19	8478187	8503899	early	BRCA
HNRNPM	chr19	8509803	8554002	early	BRCA
PRAM1	chr19	8554940	8567538	early	BRCA
ZNF414	chr19	8575462	8579048	early	BRCA
MYO1F	chr19	8585674	8642331	early	BRCA
ADAMTS10	chr19	8645126	8675588	early	BRCA
OR2Z1	chr19	8841391	8842335	early	BRCA
ZNF558	chr19	8920382	8942975	early	BRCA
OR1M1	chr19	9203921	9204862	late	BRCA
OR7D2	chr19	9296270	9299493	earlier	BRCA
ZNF560	chr19	9577031	9609279	later	BRCA
ZNF426	chr19	9638681	9649303	later	BRCA
ZNF121	chr19	9676292	9695209	later	BRCA
ZNF561	chr19	9718002	9731916	later	BRCA
ZNF561-AS1	chr19	9732158	9745538	later	BRCA
OLFM2	chr19	9964394	10047070	early	BRCA
COL5A3	chr19	10070237	10121147	early	BRCA
RDH8	chr19	10123925	10132954	early	BRCA
C3P1	chr19	10152032	10184813	early	BRCA
SHFL	chr19	10196806	10203928	early	BRCA
ANGPTL6	chr19	10203013	10213425	early	BRCA
PPAN	chr19	10216899	10221975	early	BRCA
PPAN-P2RY11	chr19	10216899	10226064	early	BRCA
DNMT1	chr19	10244022	10305755	early	BRCA
S1PR2	chr19	10332109	10341948	early	BRCA
MRPL4	chr19	10362640	10370736	early	BRCA
ICAM1	chr19	10381517	10397291	early	BRCA
ICAM5	chr19	10400655	10407454	early	BRCA
ZGLP1	chr19	10415479	10420233	early	BRCA
FDX2	chr19	10416066	10426691	early	BRCA
RAVER1	chr19	10426889	10444314	early	BRCA
ICAM3	chr19	10444452	10450345	early	BRCA
TYK2	chr19	10461204	10491277	early	BRCA
CDC37	chr19	10501809	10514271	early	BRCA
PDE4A	chr19	10527449	10580307	early	BRCA
KEAP1	chr19	10596796	10614054	early	BRCA
S1PR5	chr19	10623418	10628668	early	BRCA
ATG4D	chr19	10654593	10664094	early	BRCA
KRI1	chr19	10663761	10676702	early	BRCA
CDKN2D	chr19	10677138	10679655	early	BRCA
AP1M2	chr19	10683347	10697991	early	BRCA
SLC44A2	chr19	10713121	10755235	early	BRCA
ILF3-DT	chr19	10762538	10764548	early	BRCA
ILF3	chr19	10764937	10803095	early	BRCA
QTRT1	chr19	10812112	10824043	early	BRCA
DNM2	chr19	10823794	10944160	early	BRCA
MIR638	chr19	10829080	10829179	early	BRCA
CARM1	chr19	10982253	11033448	early	BRCA
YIPF2	chr19	11033444	11039357	early	BRCA
SMARCA4	chr19	11071598	11172958	early	BRCA
LDLR	chr19	11200038	11244505	early	BRCA
TSPAN16	chr19	11406824	11437672	early	BRCA
RAB3D	chr19	11432722	11450344	early	BRCA
TMEM205	chr19	11453452	11456981	early	BRCA
CCDC159	chr19	11457181	11465620	early	BRCA
PLPPR2	chr19	11466062	11476374	early	BRCA
SWSAP1	chr19	11485383	11487627	early	BRCA
EPOR	chr19	11487881	11495018	early	BRCA
RGL3	chr19	11493773	11530018	early	BRCA
CCDC151	chr19	11531272	11545980	early	BRCA
PRKCSH	chr19	11546269	11561782	early	BRCA
ELAVL3	chr19	11562143	11591803	early	BRCA
ZNF653	chr19	11594242	11616738	early	BRCA
ECSIT	chr19	11616731	11639987	early	BRCA
CNN1	chr19	11649579	11661138	early	BRCA
ELOF1	chr19	11663858	11670051	early	BRCA
ACP5	chr19	11685475	11689801	early	BRCA
ZNF627	chr19	11708235	11729974	early	BRCA
ZNF833P	chr19	11750591	11797384	early	BRCA
ZNF823	chr19	11832080	11849760	early	BRCA
ZNF441	chr19	11877815	11894893	early	BRCA
ZNF491	chr19	11909391	11919306	early	BRCA
ZNF440	chr19	11925107	11946016	early	BRCA
ZNF709	chr19	12571998	12662356	early	BRCA
ZNF564	chr19	12636184	12662356	early	BRCA
ZNF490	chr19	12686920	12721623	early	BRCA
ZNF791	chr19	12721732	12740676	early	BRCA
MAN2B1	chr19	12757322	12777591	early	BRCA
WDR83	chr19	12777618	12786646	early	BRCA
WDR83OS	chr19	12778881	12780465	early	BRCA
DHPS	chr19	12786531	12792701	early	BRCA
FBXW9	chr19	12799121	12807455	early	BRCA
TNPO2	chr19	12810008	12834810	early	BRCA
TRIR	chr19	12841454	12845529	early	BRCA
GET3	chr19	12848306	12859137	early	BRCA
BEST2	chr19	12863407	12869271	early	BRCA
HOOK2	chr19	12873817	12886434	early	BRCA
JUNB	chr19	12902310	12904125	early	BRCA
PRDX2	chr19	12907634	12912724	early	BRCA
RNASEH2A	chr19	12917428	12924462	early	BRCA
RTBDN	chr19	12936291	12946242	early	BRCA
MAST1	chr19	12949259	12985766	early	BRCA
DNASE2	chr19	12986025	12992335	early	BRCA
KLF1	chr19	12995237	12998017	early	BRCA
GCDH	chr19	13001943	13010813	early	BRCA
SYCE2	chr19	13009894	13030086	early	BRCA
FARSA	chr19	13033284	13044558	early	BRCA
CALR	chr19	13049414	13055304	early	BRCA
RAD23A	chr19	13056628	13064457	early	BRCA
GADD45GIP1	chr19	13064970	13068068	early	BRCA
DAND5	chr19	13075973	13085567	early	BRCA
NFIX	chr19	13106584	13209610	early	BRCA
LYL1	chr19	13209842	13213974	early	BRCA
TRMT1	chr19	13215714	13227563	early	BRCA
NACC1	chr19	13229102	13251961	early	BRCA
STX10	chr19	13254872	13261188	early	BRCA
IER2	chr19	13261282	13265718	early	BRCA
CACNA1A	chr19	13317256	13617274	early	BRCA
CCDC130	chr19	13842574	13874106	early	BRCA
MRI1	chr19	13875337	13885096	early	BRCA
C19orf53	chr19	13885257	13889586	early	BRCA
ZSWIM4	chr19	13906274	13943044	early	BRCA
C19orf57	chr19	13993168	14016909	early	BRCA
CC2D1A	chr19	14016956	14041693	early	BRCA
PODNL1	chr19	14042000	14064204	early	BRCA
DCAF15	chr19	14063319	14072256	early	BRCA
RFX1	chr19	14072342	14117134	early	BRCA
IL27RA	chr19	14142552	14163717	early	BRCA
PALM3	chr19	14164179	14169971	early	BRCA
MISP3	chr19	14183821	14185874	early	BRCA
C19orf67	chr19	14192444	14196607	early	BRCA
PRKACA	chr19	14202507	14228559	early	BRCA
ASF1B	chr19	14230321	14247440	early	BRCA
LOC100507373	chr19	14247964	14282075	early	BRCA
ADGRL1	chr19	14258549	14316997	early	BRCA
ADGRE5	chr19	14491956	14519537	early	BRCA
DDX39A	chr19	14519610	14530195	early	BRCA
PKN1	chr19	14544166	14582679	early	BRCA
GIPC1	chr19	14588571	14606961	early	BRCA
DNAJB1	chr19	14625582	14640049	early	BRCA
TECR	chr19	14640379	14676792	early	BRCA
CLEC17A	chr19	14693896	14721956	early	BRCA
ADGRE3	chr19	14730051	14785730	early	BRCA
ZNF333	chr19	14800613	14831772	early	BRCA
ADGRE2	chr19	14843509	14889353	early	BRCA
OR7C1	chr19	14909986	14910948	early	BRCA
OR7A5	chr19	14937139	14939276	early	BRCA
OR7A17	chr19	14991238	14992167	early	BRCA
OR7C2	chr19	15052301	15053260	early	BRCA
SLC1A6	chr19	15060845	15121455	early	BRCA
CCDC105	chr19	15121539	15134083	early	BRCA
CASP14	chr19	15160291	15169103	early	BRCA
SYDE1	chr19	15218214	15225789	early	BRCA
ILVBL	chr19	15225785	15236577	early	BRCA
NOTCH3	chr19	15270444	15311792	early	BRCA
EPHX3	chr19	15337730	15343858	early	BRCA
BRD4	chr19	15348301	15443342	early	BRCA
CYP4F8	chr19	15726029	15740447	early	BRCA
CYP4F3	chr19	15751707	15771570	early	BRCA
CYP4F12	chr19	15783828	15807984	early	BRCA
OR10H2	chr19	15838834	15839862	early	BRCA
OR10H3	chr19	15852203	15853153	early	BRCA
CYP4F24P	chr19	15870144	15890798	early	BRCA
OR10H5	chr19	15904859	15905806	early	BRCA
OR10H1	chr19	15917817	15918936	early	BRCA
UCA1	chr19	15939757	15947131	early	BRCA
CYP4F2	chr19	15988834	16008884	early	BRCA
CYP4F11	chr19	16023180	16045676	early	BRCA
LINC00661	chr19	16126444	16138723	early	BRCA
LINC00905	chr19	16144018	16152918	early	BRCA
TPM4	chr19	16178317	16213813	early	BRCA
RAB8A	chr19	16222490	16244445	early	BRCA
HSH2D	chr19	16244838	16269377	early	BRCA
CIB3	chr19	16272179	16284286	early	BRCA
AP1M1	chr19	16308665	16346156	early	BRCA
KLF2	chr19	16435651	16438339	early	BRCA
EPS15L1	chr19	16466055	16582823	early	BRCA
CALR3	chr19	16589868	16607003	early	BRCA
MED26	chr19	16589868	16739015	early	BRCA
C19orf44	chr19	16607205	16632163	early	BRCA
CHERP	chr19	16628700	16653263	early	BRCA
SLC35E1	chr19	16660648	16683193	early	BRCA
SMIM7	chr19	16756959	16770968	early	BRCA
TMEM38A	chr19	16771938	16799816	early	BRCA
NWD1	chr19	16830787	16928774	early	BRCA
SIN3B	chr19	16940209	16991164	early	BRCA
F2RL3	chr19	16999826	17002830	early	BRCA
CPAMD8	chr19	17003762	17137625	early	BRCA
HAUS8	chr19	17160571	17186343	early	BRCA
MYO9B	chr19	17186591	17324104	early	BRCA
USE1	chr19	17326155	17330638	early	BRCA
OCEL1	chr19	17337055	17340028	early	BRCA
NR2F6	chr19	17342694	17356151	early	BRCA
USHBP1	chr19	17360849	17375544	early	BRCA
BABAM1	chr19	17378232	17393811	early	BRCA
ANKLE1	chr19	17392454	17398454	early	BRCA
ABHD8	chr19	17402940	17414282	early	BRCA
MRPL34	chr19	17416477	17417652	early	BRCA
DDA1	chr19	17420337	17434106	early	BRCA
ANO8	chr19	17434032	17445638	early	BRCA
GTPBP3	chr19	17445791	17453540	early	BRCA
PLVAP	chr19	17462264	17488137	early	BRCA
MVB12A	chr19	17530912	17536140	early	BRCA
TMEM221	chr19	17546318	17559376	early	BRCA
NXNL1	chr19	17566234	17571725	early	BRCA
SLC27A1	chr19	17581300	17616977	early	BRCA
PGLS	chr19	17622432	17632097	early	BRCA
NIBAN3	chr19	17634110	17664648	early	BRCA
COLGALT1	chr19	17666511	17693965	early	BRCA
UNC13A	chr19	17712137	17799050	early	BRCA
MAP1S	chr19	17830303	17845324	early	BRCA
FCHO1	chr19	17858527	17899377	early	BRCA
B3GNT3	chr19	17905919	17924385	early	BRCA
INSL3	chr19	17927322	17932383	early	BRCA
JAK3	chr19	17935591	17958841	early	BRCA
SLC5A5	chr19	17982782	18005983	early	BRCA
CCDC124	chr19	18043824	18054794	early	BRCA
KCNN1	chr19	18062111	18109930	early	BRCA
ARRDC2	chr19	18111944	18124911	early	BRCA
IL12RB1	chr19	18170371	18209626	early	BRCA
MAST3	chr19	18208603	18262499	early	BRCA
PIK3R2	chr19	18263988	18288927	early	BRCA
IFI30	chr19	18284579	18288927	early	BRCA
MPV17L2	chr19	18304040	18307550	early	BRCA
RAB3A	chr19	18307611	18314874	early	BRCA
PDE4C	chr19	18318771	18366229	early	BRCA
LOC729966	chr19	18360760	18366229	early	BRCA
IQCN	chr19	18367906	18385319	early	BRCA
JUND	chr19	18390563	18392432	early	BRCA
LSM4	chr19	18417040	18434001	early	BRCA
PGPEP1	chr19	18451408	18480763	early	BRCA
GDF15	chr19	18496968	18499986	early	BRCA
MIR3189	chr19	18497372	18497444	early	BRCA
LRRC25	chr19	18501954	18508421	early	BRCA
SSBP4	chr19	18530146	18545372	early	BRCA
ISYNA1	chr19	18545198	18549111	early	BRCA
ELL	chr19	18553473	18632937	early	BRCA
FKBP8	chr19	18642568	18654383	early	BRCA
KXD1	chr19	18668572	18680197	early	BRCA
UBA52	chr19	18682614	18688270	early	BRCA
CRLF1	chr19	18704035	18717660	early	BRCA
TMEM59L	chr19	18723682	18731849	early	BRCA
COMP	chr19	18893583	18902114	early	BRCA
UPF1	chr19	18942744	18979039	early	BRCA
GDF1	chr19	18979361	19006953	early	BRCA
CERS1	chr19	18988718	19007536	early	BRCA
COPE	chr19	19010323	19030199	early	BRCA
HOMER3	chr19	19017769	19052041	early	BRCA
DDX49	chr19	19030484	19039442	early	BRCA
SUGP2	chr19	19101697	19144832	early	BRCA
ARMC6	chr19	19144387	19170310	early	BRCA
SLC25A42	chr19	19174803	19223841	early	BRCA
TMEM161A	chr19	19230425	19249310	early	BRCA
MEF2B	chr19	19256376	19281098	early	BRCA
BORCS8-MEF2B	chr19	19256376	19303400	early	BRCA
BORCS8	chr19	19287713	19303400	early	BRCA
RFXANK	chr19	19303008	19312678	early	BRCA
NR2C2AP	chr19	19312224	19314238	early	BRCA
NCAN	chr19	19322782	19363061	early	BRCA
HAPLN4	chr19	19366452	19384074	early	BRCA
TM6SF2	chr19	19375174	19384074	early	BRCA
SUGP1	chr19	19387322	19431321	early	BRCA
MAU2	chr19	19431630	19469563	early	BRCA
GATAD2A	chr19	19496642	19619741	early	BRCA
YJEFN3	chr19	19627019	19648393	early	BRCA
NDUFA13	chr19	19627019	19645953	early	BRCA
CILP2	chr19	19649074	19657468	early	BRCA
PBX4	chr19	19672516	19729725	early	BRCA
LPAR2	chr19	19734466	19739739	early	BRCA
GMIP	chr19	19740285	19754455	early	BRCA
ATP13A1	chr19	19756010	19774503	early	BRCA
ZNF101	chr19	19779663	19791138	early	BRCA
ZNF14	chr19	19821281	19843921	early	BRCA
ZNF682	chr19	20115227	20150277	early	BRCA
ZNF90	chr19	20188803	20236782	late	BRCA
ZNF486	chr19	20278023	20311299	late	BRCA
ZNF826P	chr19	20451078	20607771	late	BRCA
ZNF729	chr19	22469252	22499978	later	BRCA
ZNF98	chr19	22573899	22605148	later	BRCA
GOLGA2P9	chr19	22779059	22786352	later	BRCA
ZNF492	chr19	22817126	22850472	later	BRCA
ZNF99	chr19	22934985	22966973	later	BRCA
LINC00906	chr19	29456038	29460055	late	BRCA
LINC01532	chr19	29493462	29504862	late	BRCA
UQCRFS1	chr19	29698167	29704136	late	BRCA
LOC284395	chr19	29777918	30016659	late	BRCA
VSTM2B	chr19	30017491	30055226	earlier	BRCA
POP4	chr19	30097170	30108162	earlier	BRCA
PLEKHF1	chr19	30156327	30166383	earlier	BRCA
C19orf12	chr19	30189793	30206696	earlier	BRCA
CCNE1	chr19	30302901	30315215	earlier	BRCA
URI1	chr19	30414551	30507519	earlier	BRCA
ZNF536	chr19	30863328	31048965	late	BRCA
TSHZ3	chr19	31765851	31840190	late	BRCA
THEG5	chr19	32079095	32084456	late	BRCA
ZNF507	chr19	32836514	32878573	late	BRCA
LOC400684	chr19	32880956	32896445	late	BRCA
DPY19L3	chr19	32896655	32976799	late	BRCA
ANKRD27	chr19	33087907	33166102	early	BRCA
RGS9BP	chr19	33166313	33169206	early	BRCA
NUDT19	chr19	33182867	33204702	early	BRCA
CEP89	chr19	33369904	33462869	early	BRCA
FAAP24	chr19	33463148	33467960	early	BRCA
RHPN2	chr19	33469498	33555824	early	BRCA
LRP3	chr19	33685599	33699773	early	BRCA
SLC7A10	chr19	33699570	33716756	early	BRCA
CEBPA	chr19	33790840	33793430	early	BRCA
CEBPA-DT	chr19	33793763	33795963	early	BRCA
CEBPG	chr19	33864575	33873592	early	BRCA
PEPD	chr19	33877855	34012799	early	BRCA
CHST8	chr19	34112861	34264414	early	BRCA
LSM14A	chr19	34663352	34720420	early	BRCA
KIAA0355	chr19	34745456	34846471	early	BRCA
GPI	chr19	34855645	34893318	early	BRCA
PDCD2L	chr19	34895303	34917072	early	BRCA
UBA2	chr19	34919268	34960798	early	BRCA
WTIP	chr19	34972880	34992085	early	BRCA
SCGB1B2P	chr19	35067638	35068596	early	BRCA
SCGB2B3P	chr19	35136778	35136957	early	BRCA
ZNF302	chr19	35168567	35177302	early	BRCA
LINC00904	chr19	35382933	35389847	early	BRCA
ZNF30	chr19	35417807	35436076	early	BRCA
ZNF792	chr19	35447258	35454953	early	BRCA
GRAMD1A	chr19	35485688	35517373	early	BRCA
SCN1B	chr19	35521592	35531353	early	BRCA
HPN	chr19	35531410	35557477	early	BRCA
HPN-AS1	chr19	35549963	35597208	early	BRCA
FXYD3	chr19	35606732	35615228	early	BRCA
LGI4	chr19	35615417	35633355	early	BRCA
FXYD1	chr19	35629732	35633954	early	BRCA
FXYD7	chr19	35634154	35645205	early	BRCA
FXYD5	chr19	35645625	35660788	early	BRCA
FAM187B	chr19	35715704	35719628	early	BRCA
LSR	chr19	35739559	35758867	early	BRCA
USF2	chr19	35759896	35770718	early	BRCA
HAMP	chr19	35773410	35776045	early	BRCA
MAG	chr19	35782989	35820133	early	BRCA
CD22	chr19	35820072	35838264	early	BRCA
LINC01531	chr19	35896509	35907742	early	BRCA
FFAR2	chr19	35940617	35942669	early	BRCA
KRTDAP	chr19	35978226	35981433	early	BRCA
DMKN	chr19	35988119	36004560	early	BRCA
SBSN	chr19	36014269	36019253	early	BRCA
GAPDHS	chr19	36024314	36036221	early	BRCA
TMEM147-AS1	chr19	36031640	36036931	early	BRCA
TMEM147	chr19	36036502	36038429	early	BRCA
ATP4A	chr19	36041095	36054560	early	BRCA
HAUS5	chr19	36103646	36116251	early	BRCA
RBM42	chr19	36119980	36128587	early	BRCA
ETV2	chr19	36132647	36135773	early	BRCA
COX6B1	chr19	36139125	36149686	early	BRCA
UPK1A	chr19	36157715	36169367	early	BRCA
UPK1A-AS1	chr19	36158850	36164193	early	BRCA
ZBTB32	chr19	36203830	36207940	early	BRCA
KMT2B	chr19	36208921	36229779	early	BRCA
IGFLR1	chr19	36230151	36236336	early	BRCA
U2AF1L4	chr19	36233428	36236336	early	BRCA
PSENEN	chr19	36236494	36243734	early	BRCA
LIN37	chr19	36239262	36245420	early	BRCA
HSPB6	chr19	36245467	36247930	early	BRCA
PROSER3	chr19	36249044	36260077	early	BRCA
ARHGAP33	chr19	36266417	36279724	early	BRCA
PRODH2	chr19	36290892	36304201	early	BRCA
NPHS1	chr19	36316274	36342895	early	BRCA
KIRREL2	chr19	36347810	36358048	early	BRCA
APLP1	chr19	36359138	36370699	early	BRCA
NFKBID	chr19	36379143	36391552	early	BRCA
HCST	chr19	36393382	36395173	early	BRCA
TYROBP	chr19	36395303	36399211	early	BRCA
LRFN3	chr19	36428022	36436097	early	BRCA
SDHAF1	chr19	36486090	36487220	early	BRCA
SYNE4	chr19	36494002	36500273	early	BRCA
ALKBH6	chr19	36500022	36505141	early	BRCA
CLIP3	chr19	36505562	36523797	early	BRCA
THAP8	chr19	36525887	36545664	early	BRCA
WDR62	chr19	36545783	36596012	early	BRCA
OVOL3	chr19	36602105	36604613	early	BRCA
TBCB	chr19	36605888	36616849	early	BRCA
ZNF146	chr19	36705504	36729675	early	BRCA
LINC00665	chr19	36803963	36822620	early	BRCA
ZFP14	chr19	36825355	36870105	early	BRCA
ZFP82	chr19	36882861	36909550	early	BRCA
LOC644189	chr19	36912076	36913799	early	BRCA
ZNF566	chr19	36936021	36980463	late	BRCA
LOC728752	chr19	36980529	36981942	late	BRCA
ZNF260	chr19	37001589	37019248	late	BRCA
ZNF529	chr19	37034517	37096178	late	BRCA
ZNF382	chr19	37095719	37119499	late	BRCA
ZNF461	chr19	37128283	37157739	late	BRCA
ZNF567	chr19	37178530	37214248	late	BRCA
ZNF850	chr19	37234380	37263716	late	BRCA
ZNF790-AS1	chr19	37288452	37319013	late	BRCA
ZNF790	chr19	37309224	37341689	late	BRCA
ZNF345	chr19	37341260	37403930	late	BRCA
ZNF829	chr19	37379026	37407193	late	BRCA
ZNF568	chr19	37407231	37488834	late	BRCA
